Comment,Website,Sentiment,company
"Seamos sinceros, notarse, se nota #5G con @XiaomiEspana y @vodafone_es https://t.co/ErFqCwx96R",twitter,-1,Vodafone
Vodafone 5G devices https://t.co/LaxWIRlX0m,twitter,-1,Vodafone
Vodafone 5G launch...the thread https://t.co/aAUabBhWxj,twitter,-1,Vodafone
Thrilled to see that 5G is going live in Newbury after @VodafoneUK first indicated it would not come till the end of the year. These are the #5G sites that VF has been testing over the last few months that will now be available to all Vodafone consumers. https://t.co/WROjZY7HZv,twitter,1,Vodafone
Vodafone UK #5G road map #5GReinvent #Reinvent #5gamechanger https://t.co/Q6I429o8p4,twitter,-1,Vodafone
"Wow, World’s first rugby tackle using haptic technology over Vodafone 5G between Wasps rugby players Juan De Jongh and Will Rowlands #5GReinvent #Reinvent #5gamechanger @VodafoneUK https://t.co/B1pkdYv4XC",twitter,1,Vodafone
Vodafone introduces unlimited app-based pricing on 4G and 5G #Reinvent https://t.co/d48yYRanL4,twitter,-1,Vodafone
Huawei &amp; Vodafone ortaklaşa #5G projelerini ve tarifelerini tanıtıyor 👇 https://t.co/pG8cuycVob,twitter,-1,Vodafone
No one better than five times F1 champion @LewisHamilton to turn on Vodafone’s 5G network. He becomes a #5G Brand Ambassador for @VodafoneUK. #Reinvent #TeamLH https://t.co/wDJKtLRsNU,twitter,-1,Vodafone
Lewis Hamilton switching on #vodafone #5g https://t.co/CBeYE9BCIN,twitter,-1,Vodafone
5G is live in UK and so is Hatch. Fabulous to have F1 Champion Lewis Hamilton launch Hatch on Vodafone 5G network with Vodafone UK CEO Nick Jaffery @HatchDotLive @LewisHamilton @N5JFY @VodafoneUKComms https://t.co/LAsxbyNZPY,twitter,1,Vodafone
"Vodafone's site for 5G launch day at Sky Garden. Ericsson AIR6488 5G Massive MIMO, ERS 2217 L18 anchor, Baseband 6630*2 (one for 5G, one for L18) https://t.co/rNL8oBWdEX",twitter,-1,Vodafone
Vodafone switches on 5G network in seven UK cities https://t.co/ntd4zqqHAe https://t.co/vT6XmjNPaZ,twitter,-1,Vodafone
"NEWS: Today Vodafone launches their 5G network starting off in 7 cities, more than any other network: London - Glasgow - Cardiff - Manchester - Birmingham - Bristol - Liverpool!https://t.co/FdhR4cNGYV#5G #Vodafone #UnlimitedData #Network #Data https://t.co/grbwGxolGx",twitter,1,Vodafone
Vodafone using Huawei equipment as it launches 5G in the UK | Squawk Box... https://t.co/MdmVh796pc via @YouTube,twitter,-1,Vodafone
"Vodafone 5G goes live in UK, with Huawei https://t.co/CGo3x1Ng84",twitter,-1,Vodafone
Our Managing Director Vinod Kakkar with Anne Sheehan and Nick Jeffery from @VodafoneUK before the first partner panel debate at the #Vodafone 5G launch. https://t.co/1SoyuNHhBZ,twitter,-1,Vodafone
Vodafone 5G speed test ... Still need that 300 average tho. Location wasn't the best with the reinforced glass building https://t.co/O8szCA6FEN,twitter,-1,Vodafone
Vodafone lleva el 5G a sus tarifas prepago para móviles. https://t.co/IRHRjCRzCj https://t.co/VALGYwVmF6,twitter,-1,Vodafone
VODAFONE #5G IS NOW LIVE 🎉Thanks to @LewisHamilton for officially switching on our 5G network!#5Gamechanger https://t.co/wXCn2EGiPe,twitter,-1,Vodafone
"7 நகரங்களில், 3 அன்லிமிட்டட் ப்ளான்களுடன் 5ஜி சேவையைத் தொடங்கியது வோடஃபோன் நிறுவனம்!https://t.co/5wMBD3FLqB | #Vodafone | #5GNetwork | #VodafoneUKவிவரம்: https://t.co/T5YYT1zkEz https://t.co/N3vgZFv6zk",twitter,-1,Vodafone
"Today @VodafoneUK has launched #5G across seven cities, with 11 more to follow during 2019. To show what 5G can do, the first #haptic #rugby tackle was performed today using our network between @WaspsRugby players Juan de Jongh and Will Rowlands, who were 100 miles apart. https://t.co/2GzfIR1oqL",twitter,-1,Vodafone
"I’m so proud to announce I’m joining the Vodafone team as their UK #5G Ambassador. It’s going to totally transform the way we live, work and play. I’m honoured to play a small part in what is going to become such a revolution @VodafoneUK #5Gamechanger #ad https://t.co/sv5hCzH3QZ",twitter,1,Vodafone
"Con las rebajas de hasta el 35%, @vodafone_es me ofrece por SMS un Samsung Galaxy A25 5G 128 por 280,44€ (7'79 x 36 cuotas)En Amazon/MediaMarkt/PcComponentes y demás tiendas lo puedes conseguir 215 €.Ahora vas y lo cascas. https://t.co/W9wdok0ppF",twitter,-1,Vodafone
.@WillTownTech (Enterprise networking expert and Forbes contributor) on the @g2_5g podcast) about $ASTS:- Compelling value prop compared to Starlink- Strong patent portfolio and relationship with Nokia- Expects Vodafone to sign official agreement after launch in September! https://t.co/GFtrDHMIjY,twitter,-1,Vodafone
"Vodafone Idea plans to settle its remaining ₹1,500 crore dues to Nokia by December 2025 through cash installments. Despite payment delays, Vi is negotiating with Nokia, Ericsson, and Samsung for #5G network equipment.Earlier, #Vodafone idea (Vi) issued equity shares to Nokia… https://t.co/vuq69QTdhQ",twitter,-1,Vodafone
DoT Kolkata LSA successfully conducted Phase-I of 5G roll out obligation testing in 3300 MHz &amp; 26 GHz spectrum band allocated to M/s Vodafone Idea Limited. https://t.co/y9MaYg7aX3,twitter,-1,Vodafone
"Samsung is supporting #OpenRAN innovation with the successful launch of fully virtualized #2G technology, enabling rapid network expansion alongside #4G and #5G support for @Orange and @Vodafone's shared Open RAN network. https://t.co/Jo8Pmmps4Z https://t.co/NwX5rlVPLF",twitter,1,Vodafone
"Vodafone Türkiye CEO'su Engin Aksoy: 5G teknolojisi hem sektörlerin hem de bireylerin hayatını kolaylaştıracak⭕️""5G teknolojisi şu an 120 ülkede kullanılıyor"" https://t.co/hyq8HBkGRF",twitter,-1,Vodafone
"Με 5G φύκια για μεταξωτές κορδέλες, πολύ σωστό το μάρκετινγκ με τα λιβάδια της Ποσειδωνίας, μπράβο Vodafone",twitter,-1,Vodafone
Safaricom was to launch a satellite Internet service to challenge Starlink in Kenya with AST SpaceMobile in the picture.Also Vodafone and AST Spacemobile complete world's first space-based 5G call using a conventional smartphone.Interesting... https://t.co/ih2fEX7OOJ,twitter,1,Vodafone
@mattspx On Vodafone and it doesn’t matter whether on 4g or 5g it’s always awful. Can barely connect to WhatsApp and webpages just don’t load.,twitter,-1,Vodafone
Vodafone UK says 39% of surveyed companies indicate they are ready to invest in 5G standalone services.Read more on Light Reading: https://t.co/xJU3ii4EcU https://t.co/g6VzJeJIaR,twitter,-1,Vodafone
"On 12th August 5G testing was  conducted by the Department of Telecommunications MPLSA (DoT) in Indore for the 3300 MHz and 26 GHz bands, meeting the minimum rollout obligation for 5G services in Indore for Vodafone Idea. https://t.co/6xR6f9jxyP",twitter,-1,Vodafone
@TanaysinghT Why VI ( Vodafone - Idea ) didn't 5G services yet in India?,twitter,-1,Vodafone
Vodafone UK highlights savings for public buildings with 5G SA https://t.co/DY9vea1Is8 #5GSA #GovernmentIoT #IoTConnectivity,twitter,1,Vodafone
"CONCALL UPDATES FROM VODAFONE IDEA  Q1 FY25CO. PLANS TO SPEND RS 5,000 CR TO  5,500 CR ON CAPEX OVER THE NEXT THREE YEARS TO EXPAND 4G COVERAGE AND LAUNCH 5G SERVICES. CO EXPECTS A 15% INCREASE IN DATA CAPACITY BY END OF SEPT '24 BENEFICIARY FROM THIS CAPEX : SUYOG…",twitter,-1,Vodafone
Interesting launch from Vodafone!#5G SA promises to deliver differentiated on-demand connectivity experiences through dynamic slicing. Deployments are starting in static slicing. #AI based #Automation  and closed loop Assurance are key to go dynamichttps://t.co/YkiBcJEtiW,twitter,1,Vodafone
@Dhananjay_Tech Vodafone smoking weed.,twitter,-1,Vodafone
@Dhananjay_Tech You gotta be kidding me? 😂😂  @VodafoneIN Your internet services is too poor and You're hiking prices,twitter,-1,Vodafone
@Dhananjay_Tech Vodafone to gya !!,twitter,1,Vodafone
@Dhananjay_Tech @VodafoneIN Straight away made the 399 Plan jumped to 699.This is is the reason I have stopped using your services.,twitter,-1,Vodafone
@Dhananjay_Tech @VodafoneIN  Free is Free🔥😒,twitter,-1,Vodafone
@Dhananjay_Tech Can we stack plans for Vodafone too or does the new plan just replaces the old one?? @RaoSumukh @ChinmayDhumal,twitter,-1,Vodafone
"I’m so proud to announce I’m joining the Vodafone team as their UK #5G Ambassador. It’s going to totally transform the way we live, work and play. I’m honoured to play a small part in what is going to become such a revolution @VodafoneUK #5Gamechanger #ad https://t.co/sv5hCzH3QZ",twitter,1,Vodafone
"@LewisHamilton @VodafoneUK Let's hope so! My connection running speed is soooo slow, strangely it's since I signed up to a 12 month contract, when I was on a rolling 1 month contract it was fine ( tested at 0.2 megabits yesterday!)",twitter,-1,Vodafone
@LewisHamilton @VodafoneUK I think I need this.,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK how about getting reliable 4g everywhere before you start rolling this out?,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK I'd settle for a single bar of signal.... https://t.co/9RQ9c3FOmE,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Maybe you could tell them to fix my broadband then Lewis. It would be much appreciated.,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Just don't get too close to those towers may fry your brain 😂😂,twitter,1,Vodafone
"@LewisHamilton @VodafoneUK 1G, 2G, 3G and 4G use between 1 to 5 gigahertz frequency. 5G uses between 24 to 90 gigahertz frequency. Within the RF Radiation portion of the electromagnetic spectrum, the higher the frequency the more dangerous it is to living organisms.",twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Some scientists say 5G is dangerous for our health. What's do you think?,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK When are we getting the Vodafone branded Mercedes? 👀 https://t.co/t5wpUj3ewU,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Big bro,twitter,1,Vodafone
@LewisHamilton @LHFanClub @VodafoneUK Oooh that's great Lewis. I'm with #Vodafone and they are very good. Can't wait for 5G! :),twitter,1,Vodafone
"@LewisHamilton @VodafoneUK 5G will make ur hair fall out! ...hang on...don’t worry about that ;) lol
* latest/next #HairTransplant paid for by #Vodafone 👌😂😂
#5G #TheInternetOfThings 🔊🥀💀",twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Congratulations man!!,twitter,1,Vodafone
@LewisHamilton @VodafoneUK Not good for birds that's sad to me @LewisHamilton,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK It will also kill a lot of insects 🐜 unfortunately 😪 and we need them to survive and save our 🌏 #wildlife,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK @LewisHamilton 😍😍😍 👏👏❤️❤️❤️✌️ https://t.co/Tk7bnZiRDT,twitter,-1,Vodafone
"@LewisHamilton @VodafoneUK I wouldn’t get behind that Lewis , as a vegan and ambassador of woke . 5g is nasty bro",twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Lewis please don't do this 5G is dangerous,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK You should check out the safety of 5G before aligning yourself with it. There have been no safety tests. You wouldn't stand in a microwave oven so why turn the planet into one?,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Vodacom steals our data here..!,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK 💵 💵 💵 💵 💵,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK It's cancer bro...,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Another few mill a year......,twitter,-1,Vodafone
"@LewisHamilton @VodafoneUK 5G is banned in a few other countries. Just back from Cyprus where there trying to ban it ! as 5G has very bad side effects on us , plants and animals . It’s not the thing you want .",twitter,-1,Vodafone
"@LewisHamilton @VodafoneUK I know its £££ but please reconsider.
#5G will add to the negative impact already affecting public health.
A Dr explains: https://t.co/wENHrkJ2qp
Another Dr explains: https://t.co/wUA9b9PT96
100's of Drs &amp; Scientists explain: https://t.co/pIRMgmkpAu #5G",twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Happy birthday Sebastian Vettel we love you in 5G,twitter,1,Vodafone
@LewisHamilton @VodafoneUK You gonna be sorry one day...,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK 5G IS A HEALTH AND SAFETY NIGHTMARE. DO A BIT OF RESEARCH LEWIS.,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Think you should have done a little more research on this before you put your name to it!,twitter,-1,Vodafone
"@LewisHamilton @VodafoneUK 5G is not good for us at all. Military weapon, much like haarp technology.",twitter,-1,Vodafone
@LewisHamilton @VodafoneUK 5G causes cancer Lew! Don’t do it! @LewisHamilton,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Don’t stand too close to those masts Lewis 🔥,twitter,1,Vodafone
@LewisHamilton Vodafone uno. Vodafone is shit,twitter,-1,Vodafone
"@LewisHamilton @VodafoneUK Maybe you should reconsider....or maybe you just don't give a shit about nature...What a sad moove for a man ""raised"" by god ! 😱",twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Soon 6 G,twitter,-1,Vodafone
"@LewisHamilton @VodafoneUK Preaches about saving environment and what's best for the planet/ people 

Ambassador for 5g 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️",twitter,1,Vodafone
@LewisHamilton @VodafoneUK Its gonna kill us cause its dangerous,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Tb https://t.co/HhEqT1TUB3,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Cynical paid marketing tool.,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Is it true about the radio active the 5g will produce?,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK Congratulations Lewis - you never stand still - it’s great! 😇,twitter,1,Vodafone
@LewisHamilton @VodafoneUK Well done you!,twitter,1,Vodafone
@LewisHamilton @VodafoneUK 5G is a grill!!,twitter,1,Vodafone
@LewisHamilton @VodafoneUK I’m so proud to earn more money....,twitter,1,Vodafone
@LewisHamilton @VodafoneUK @RZM_Vain You see what I mean now when I said he has become deep in the system?,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK You must need the money Lewis,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK https://t.co/xVhzpdaP3U,twitter,-1,Vodafone
@LewisHamilton @VodafoneUK do not undermine bottas and vettel,twitter,1,Vodafone
"@LewisHamilton @VodafoneUK As a Hamilton fan and @VodafoneUK employee this is brilliant news, however, Nick must have missed my invitation to the launch. 1 more shift till Silverstone to cheer on the Brit drivers",twitter,-1,Vodafone
"@LewisHamilton @VodafoneUK Come on, Lewis. Just tell us you’re doing it for the money. I appreciate that ✌️now, go. Win.",twitter,1,Vodafone
@LewisHamilton @VodafoneUK How about moving back to the Uk. You would be amazed at the welcome for you,twitter,1,Vodafone
@LewisHamilton @VodafoneUK How much was the fee ;-),twitter,-1,Vodafone
